Tag	Treat_1	Treat_2	Treat_3	Model_1	Model_2	Model_3
APOA2	22495.97655	30223.70831	27286.88823	18529.61467	20417.6746	19286.10509
TSC22D2	506.2897313	358.3202397	360.222947	723.1115247	588.4457117	633.2491587
KLHDC3	2482.294314	2595.808703	2833.539431	1963.271421	2105.283813	1926.776403
NELFE	1282.928348	1477.56773	1424.810406	1021.808573	1060.593876	1017.446057
PLLP	3405.412872	3733.173508	3860.603667	2849.910127	2830.900991	2826.453562
SLC16A6	112.0719017	126.8212084	98.63247358	210.7893726	185.8772772	208.5088693
F2RL1	373.5730056	477.0893079	413.8275522	606.8465345	627.2115609	627.4572456
NOTUM	10366.65091	9852.800074	9511.601148	8014.722376	7897.299289	7723.516034
NR0B2	3678.711019	4674.267396	3852.02693	2932.146339	3096.297959	2942.291823
RPS19BP1	584.9366799	630.079972	620.7413283	420.6335013	449.2862528	413.1564633
PPIB	1633.890356	1754.36005	1988.730853	1220.309776	1372.708662	1328.278723
CKAP2L	512.1882525	499.2326935	348.4299338	813.8549317	670.9473908	669.9312746
KLHL24	495.4757759	402.6070109	357.0066707	791.16908	601.3676614	603.3242746
KLC4	690.1269736	755.8946629	660.4087362	500.0339824	473.14216	509.6883472
ELOB	1226.892397	1527.893606	1403.368564	940.517604	1053.635903	990.4171293
MZT2A	2830.307061	3222.869122	3184.113549	2297.887734	2460.140433	2282.013736
DDC	554.4609873	584.7866833	634.6785257	409.2905754	425.4303456	390.95413
TIE1	124.8520308	183.18619	174.751013	273.1754649	286.2708868	269.3239562
PPP1R10	291.9767965	303.9682932	308.762526	188.1035208	182.8952888	198.8556809
CTDSP1	1588.668361	1618.480184	1589.91259	1266.626723	1158.999493	1220.163013
GRWD1	1226.892397	1339.674829	1437.675512	906.4888264	1011.888065	1004.896912
CSGALNACT2	323.4355759	258.6750045	239.0765392	428.1954519	421.4543611	434.3934777
RPLP0	45661.43524	52930.74372	50683.15422	38546.09786	40645.49594	36267.99412
HMOX1	711.7548844	805.2140218	796.5644334	588.8869018	524.829959	514.5149414
ASAP1	1284.894522	1026.647878	905.917828	1568.159503	1485.030225	1609.186505
SAC3D1	1114.820496	1046.778228	1112.831604	733.5092068	789.2329308	862.0297236
JAG2	107.1564674	77.5018496	97.56038148	176.7605949	171.9613313	175.6880288
ACAA1	2350.560675	2951.10939	2973.983497	1909.392523	2082.421902	2026.204244
AURKAIP1	3177.336722	3360.762023	3706.222404	2298.832978	2771.261223	2532.996635
CDKN1B	1253.435743	1196.74934	1008.83867	1591.790598	1621.207695	1528.099723
IKZF5	372.5899188	291.8900829	253.0137366	536.8984915	473.14216	456.595811
TOMM7	922.1354718	1240.029594	1142.850183	764.7022529	801.1608845	717.2318977
MAML2	465.9831702	359.3267572	275.5276708	697.5899415	514.8899977	644.8329847
RPL13	20034.32706	26106.0451	22373.49012	16592.81007	17987.35405	16022.3621
RELN	12731.95788	11113.96654	8347.309123	16363.11582	15086.87333	15145.85259
TMEM37	1405.814205	1531.919676	1644.589288	1107.825761	1166.951462	1139.076231
RSRC2	1081.395543	931.0287127	804.0690781	1427.318173	1293.188971	1294.492564
ZDHHC12	658.6681942	610.956139	549.9832494	429.1406957	426.4243417	400.6073184
MAFF	278.2135805	296.9226705	262.6625655	452.7717913	426.4243417	389.9888111
NDUFB7	814.9790044	1311.492338	956.3061569	596.4488524	714.6832207	636.1451152
B4GAT1	2420.359842	2594.802185	2598.75126	1808.251434	2094.349856	1874.649186
MRPL41	1167.907186	1289.348952	1560.966104	820.4716385	1041.707949	867.8216366
NDUFA1	742.230577	898.8201518	961.6666174	554.8581242	636.1575261	600.4283181
RDX	2308.28794	1959.689625	1633.868367	2911.350975	2613.215838	2866.031634
ARMC7	343.0973131	379.4571078	336.6369207	224.9680299	238.5590723	222.9886519
TNFAIP3	919.1862112	873.6572136	834.087657	1315.779402	1140.113566	1142.937506
SNRNP25	533.8161633	712.6144093	723.6621703	381.8785045	451.2742451	450.803898
ECI1	1958.309019	2413.62903	2623.409379	1727.905709	1519.82009	1717.302215
NFAT5	876.9134764	665.3080855	518.8925784	1159.814171	1015.86405	1080.191781
NAA38	576.0888982	825.3443723	637.894802	450.8813036	473.14216	385.1622169
GFPT1	2359.408457	2140.86278	1762.519419	2960.503654	2786.171165	2898.852475
FUBP1	1799.048948	1757.379603	1564.18238	2335.697487	2150.013639	2275.256505
IMPDH2	5953.574006	6583.631146	6149.520309	4614.680345	5202.575768	4641.25298
CHST15	1747.928432	1523.867536	1466.621998	2270.475663	2137.091689	1991.452766
ZC3H6	79.63003541	89.58005992	83.62318412	154.0747432	155.063397	160.2429273
TRAPPC2L	505.3066445	634.1060421	583.2181047	408.3453316	400.5804422	329.1737242
KIAA1671	1337.981212	1263.179497	1177.15713	1723.17949	1669.913506	1611.117143
CD55	450.2537805	489.1675182	443.8461311	620.079948	661.0074295	676.6885064
NCOA5	567.2411165	596.8648936	585.3622889	403.6191125	353.8626239	441.1507096
YIF1B	1369.439992	1395.033293	1452.684801	1062.454057	1087.431771	1059.920086
NORAD	6449.049782	5786.469264	4421.307837	8384.312711	7569.280565	7737.995817
RPS9	13514.49502	15879.82703	16561.67882	10795.6297	12602.87699	10829.91206
ABCD1	2079.228702	1822.803242	1805.403103	1413.139516	1457.198333	1442.186346
DSP	16915.97555	15381.60085	11184.06483	22323.82337	19700.00939	20847.02566
FZD5	2526.533222	2090.536904	1893.314656	3211.938511	2952.16852	2869.89291
RSF1	611.480025	584.7866833	480.2972627	881.912487	753.44907	797.3533614
FARSA	2760.507894	3008.480889	3178.753089	2173.115549	2392.548696	2274.291186
NUDT16L1	567.2411165	681.4123659	633.6064335	374.316554	486.0641098	395.7807242
ENDOG	233.974672	283.8379427	374.1601443	153.1294993	177.9253081	176.6533476
ATP5F1B	13448.6282	15706.70601	15319.12408	11150.09614	12030.33522	11340.56573
CSK	2600.264737	2534.411134	2772.430181	2006.752637	1987.992269	2131.423997
GCLM	645.888065	713.6209268	584.2901968	933.9008973	860.8006525	924.7754482
ARRDC4	639.006457	578.7475781	529.6134994	857.3361476	792.2149192	805.0759121
MCRIP2	840.5392627	897.8136343	1079.596749	648.4372627	682.8753444	648.6942601
RPL8	27723.04937	32841.6604	32380.39782	22574.31298	25567.56857	22703.33378
SRRM1	2044.820662	1887.220364	1785.033353	2559.720273	2469.086398	2418.123693
ACTB	41494.13006	45193.64349	42803.27726	33992.85837	36267.93696	32398.99621
RIT1	245.7717142	217.4077859	285.1764997	431.9764272	370.7605582	370.6824343
SLC25A39	6252.43241	6668.178618	6322.127138	5060.835429	5325.831289	4829.490154
GAMT	4481.892981	4354.194823	4642.158811	3564.514457	3681.761682	3417.228692
GNAI2	2975.803916	2993.383126	3070.471786	2226.049204	2458.152441	2386.268171
MFSD5	647.8542387	677.3862958	815.8620913	411.1810631	499.9800557	524.1681298
MYL6	1156.110144	1504.743703	1235.050104	951.8605299	906.5244747	920.9141728
TEDC1	312.6216205	446.8937821	405.2508154	202.2821782	268.3789563	235.5377968
C1GALT1	2113.636742	1758.38612	1663.886946	2580.515637	2550.594081	2389.164128
DCTN1	4486.808415	5252.008457	4887.667903	3642.969694	3938.212685	3714.546894
TMED3	1247.537221	1523.867536	1380.85463	964.1486996	1087.431771	969.1801148
AP2S1	1337.981212	1577.212965	1497.712669	1085.139909	1146.077543	1047.370941
CKAP5	5900.487315	5080.900477	4389.145074	7534.538514	6949.026977	6596.988949
MXI1	899.5244741	758.9142155	780.4830518	1150.361733	1086.437775	1094.671564
FGFRL1	3821.258613	4291.790736	3671.915457	2947.270241	3142.021781	2985.73117
ARPP19	2134.281566	1719.131936	1549.17309	2451.962477	2656.951668	2458.667084
SLC16A13	466.966257	429.7829841	459.9275127	306.2589987	303.168821	318.555217
AXL	179.9048948	214.3882333	221.9230656	295.8613166	422.4483572	311.7979851
PATJ	557.4102479	566.6693678	502.8111968	782.6618856	727.6051705	750.0527382
SPR	1682.061612	1876.148671	1960.856458	1409.35854	1423.402465	1338.89723
ZXDB	309.6723599	267.7336622	285.1764997	407.4000878	421.4543611	459.4917676
PPM1A	676.3637576	649.2038051	573.5692757	843.1574902	891.6145327	889.0586511
RPL36	2935.497355	4369.292586	3552.913233	2467.086378	2661.921648	2442.256664
PRDX2	2065.465486	2422.687688	1984.442485	1594.62633	1673.889491	1558.989926
SLC26A1	146.4799417	145.9450414	135.0836051	74.67426203	65.60374488	83.98273903
RPSA	16031.19738	18235.07804	18813.07224	13464.05302	14508.36758	13238.38256
APOM	967.3574672	1136.358288	1149.282736	799.6762744	813.0888381	756.8099701
NR1H3	664.5667153	706.5753041	736.5272755	487.7458127	519.8599784	508.7230284
PEG10	21340.84949	17437.91616	13266.0677	26702.19276	24493.05875	24833.79246
MAP3K1	586.9028536	508.2913512	399.8903548	800.6215182	715.6772169	730.7463614
AAK1	921.152385	743.8164526	777.2667755	1114.442467	1071.527833	1216.301738
SLC2A14	242.8224537	209.3556457	274.4555787	391.3309428	342.9286664	399.6419995
AHCTF1	1156.110144	1102.136692	785.8435123	1596.516817	1353.822735	1558.989926
DYNLL1	2526.533222	2722.629911	2847.476629	1980.285809	2176.851535	2088.949969
CD109	436.4905645	377.4440727	278.7439471	566.2010501	534.7699204	617.8040572
MRPL28	1832.473901	2176.090894	1978.009932	1438.661099	1585.423835	1478.868462
MAF1	3248.118975	3212.803947	3917.424549	2389.576385	2718.579428	2619.87533
XIAP	517.1036868	420.7243264	369.8717759	596.4488524	665.9774102	704.6827528
LPP	1557.209581	1339.674829	994.9014726	1974.614347	1762.355147	2051.302534
STOML2	3758.341054	4305.881981	4333.396285	3230.843388	3282.175236	3083.228373
GSE1	2661.216122	2221.384183	1882.593735	3306.462893	3063.496087	3089.020286
DTNA	191.7019371	196.2709178	202.6254077	329.8900943	289.2528752	301.1794779
CCDC167	441.4059988	493.1935883	607.876223	297.7518043	334.9766973	364.8905213
MCRS1	765.8246616	879.6963188	729.0226308	559.5843433	597.3916769	526.0987675
ATP13A3	1726.300521	1484.613353	1073.164196	2202.418108	2048.626033	2117.909534
SESN2	212.3467611	167.0819095	182.2556577	76.56474967	124.2495168	98.46252162
PHC3	437.4736513	329.1312314	278.7439471	592.6678771	490.0400943	586.9138544
FCGRT	2156.892564	2262.651401	2158.121406	1696.712663	1785.217058	1642.972665
WFS1	4078.827369	4320.979744	4172.582469	3372.629961	3305.037147	3380.546576
MORC4	587.8859405	578.7475781	618.5971441	893.2554129	814.0828342	761.6365643
GNL2	982.1037701	966.2568261	820.1504597	1418.810979	1212.675284	1206.648549
TIMM17B	892.6428661	1073.954202	1014.199131	736.3449382	733.5691473	702.7521151
NDUFB10	1206.247573	1511.789326	1351.908143	993.4512581	1021.828026	967.2494771
DLGAP5	849.3870444	761.9337681	744.0319203	1086.085153	1046.67793	1040.613709
IDH1	6163.954593	6009.916155	6206.341191	5036.25909	4861.635094	4952.085646
KLHL23	980.1375964	896.8071168	730.0947229	1246.776603	1188.819377	1221.128332
SERPINE2	859.217913	983.3676241	1038.857249	1306.326964	1316.050882	1262.637042
COQ9	744.1967507	834.4030301	826.5830123	578.4892198	528.8059436	618.7693761
NGFR	56.03595085	50.32587636	51.460421	120.9912094	99.39961346	107.1503912
POLR2F	723.5519267	932.0352302	800.8528018	601.1750715	570.5537812	554.0930138
RPP25L	279.1966674	342.2159593	364.5113154	207.9536411	186.8712733	222.0233331
MBNL1	599.6829827	544.5259822	357.0066707	890.4196814	711.7012323	802.1799556
HSPA4L	1075.497021	978.3350365	791.2039729	1514.280605	1204.723315	1391.989766
SMC5	383.4038742	373.4180026	308.762526	611.5727536	475.1301523	523.202811
SLC27A4	1436.289898	1432.274441	1468.766183	960.3677243	1194.783354	1057.024129
ACBD3	932.9494272	730.7317248	652.9040914	1180.609535	1101.347717	1079.226462
ACADS	860.2009998	938.0743354	823.366736	627.6418986	669.9533947	620.7000138
NUFIP2	1356.659863	1161.521226	906.9899201	1699.548394	1550.63397	1721.163491
KITLG	1306.522433	1101.130175	890.9085385	1657.957666	1506.89814	1579.261621
MACF1	4171.237534	3846.909989	3043.669484	5295.255897	4755.277508	5176.039617
RETREG2	3264.831452	3488.589749	3510.029549	2675.985263	2783.189177	2674.898504
LMTK2	1504.122891	1315.518408	1187.878051	1894.268622	1770.307116	1757.845607
F2R	598.6998959	541.5064296	479.2251706	753.359327	755.4370623	764.5325208
UBXN7	1125.634451	932.0352302	706.5086966	1496.320972	1283.24901	1374.614027
LSM14A	578.0550719	449.9133347	393.4578022	918.7769961	621.2475841	729.7810426
TOB1	1603.414664	1254.120839	1178.229222	1964.216664	1854.796787	1822.521969
IMPA2	1065.666153	1216.87969	1229.689643	828.0335891	895.5905172	884.2320569
ARFGEF3	1246.554135	1087.038929	839.4481175	1549.254626	1432.34843	1622.700969
PCNP	2038.922141	1893.259469	1860.079801	2445.34577	2442.248503	2499.210475
ZBTB2	395.2009165	361.3397923	309.8346181	599.2845839	479.1061369	521.2721733
SERPINA1	18790.72218	19181.20452	17361.45953	15240.16616	14864.2182	14295.40669
TBCB	1659.450615	2019.07416	1865.440261	1329.958059	1490.000206	1280.012781
COG2	498.4250365	512.3174214	546.7669731	369.5903348	352.8686278	371.6477532
C2orf69	424.6935222	324.0986438	268.023026	582.2701951	528.8059436	497.1392023
ARID4B	368.6575714	349.2615819	225.1393419	520.8293466	482.0881253	512.5843037
HIF1A	1822.643033	1553.056544	1210.391986	2434.948088	2049.620029	2181.620577
PTPA	2122.484524	2456.909284	2400.414221	1757.208267	1884.616671	1659.383085
NAT8L	1587.685274	1635.590982	1744.293853	1124.84015	1332.948816	1277.116825
FUS	2189.33443	3064.84587	3307.404141	1814.86814	1997.93223	2078.331461
PTPN11	2356.459196	2151.934473	1681.040419	3049.356573	2760.327266	2815.835055
ZNF784	116.987336	106.6908579	147.9487104	56.71462939	65.60374488	62.74572456
ANP32E	1114.820496	918.9505023	833.0155649	1354.534399	1402.528546	1255.87981
CPLX2	5715.666986	6333.008281	6417.543335	4743.233505	4979.920634	4921.195443
SF3B1	5614.40904	5706.954379	4670.033206	7590.3079	6650.828136	6872.104818
MRPS34	834.6407415	973.3024488	920.9271175	668.287383	699.7732787	625.5266079
CRYZ	1813.795251	1746.30791	1806.475195	2384.850166	2313.029005	2161.348881
ABT1	1311.437867	1553.056544	1586.696314	1055.83735	1170.927447	1066.677318
SNRPD2	1852.135638	2379.407434	2448.658366	1595.571573	1697.745398	1565.747158
RPLP1	13356.21804	19142.95685	15988.10955	11211.53699	12509.44135	11347.32296
PLA2G15	533.8161633	657.2559453	601.4436704	364.8641157	418.4723726	446.9426227
DDX49	729.4504479	741.8034176	739.7435519	510.4316645	591.4277001	487.4860139
XBP1	7605.159925	8264.515416	8198.28832	6292.488131	6490.794759	6588.301079
ATP1B1	3762.273402	3143.354237	3116.571747	4305.585614	4398.432895	4345.865415
ISG15	709.7887107	1317.531443	978.8200911	635.2038492	652.0614643	575.3300283
AAMP	3550.909727	4536.374495	4033.210496	3010.601577	3121.147863	3043.650301
ENSG00000283041	3017.093564	3588.234985	3326.701799	2486.936499	2655.957672	2528.17004
SCAND1	1854.101812	2235.475428	2114.165629	1460.401707	1667.925514	1525.203766
GPAM	1786.268819	1594.323763	1216.824538	2210.925302	2104.289817	2192.239084
SLC25A3	10078.60646	10800.93958	10752.01171	8346.502958	8869.427509	8278.574367
HAGH	1877.695897	1923.454995	1910.46813	1484.032802	1559.579935	1402.608274
FXR1	3756.37488	3147.380308	2875.351023	4834.922155	4107.192028	4338.142864
NECTIN4	461.0677359	541.5064296	487.8019074	692.8637224	671.941387	702.7521151
MBD3	690.1269736	697.5166464	705.4366045	508.5411769	528.8059436	499.06984
AGT	16459.82325	17543.6005	15529.25413	13491.46509	13407.01986	12823.29546
ONECUT2	645.888065	517.350009	459.9275127	878.1315117	733.5691473	778.0469846
RPUSD1	622.2939804	629.0734545	606.8041309	386.6047237	486.0641098	436.3241154
PSKH1	925.0847324	881.7093538	976.6759069	600.2298277	742.5151125	675.7231876
RUVBL2	3372.971006	4120.682756	3687.996838	2694.89014	3053.556125	2732.817634
VNN1	43.25582171	51.33239389	47.17205258	107.7577958	99.39961346	90.73997091
H1-10	2111.670569	1882.187776	2262.11434	1623.928888	1631.147657	1477.903143
ZNF213	504.3235576	465.0110976	444.9182232	326.109119	336.9646896	322.4164924
FBXO2	3758.341054	4270.653868	4471.696166	3114.578397	3289.133209	3297.529155
FOXN2	487.611081	489.1675182	320.5555391	704.2066482	625.2235686	664.1393615
SRSF11	2145.095522	1981.833011	1789.321722	2692.999652	2574.449989	2460.597722
RNF181	1303.573172	1535.945747	1502.001038	1064.344545	1164.96347	978.8333032
EMC9	237.9070194	268.7401798	186.5440261	161.6366938	120.2735323	100.3931593
PHF20	1117.769756	1000.478422	879.1155254	1412.194272	1294.182967	1366.891477
KIF20A	1795.116601	1826.829312	1826.844945	2566.33698	2284.203117	2197.065679
PITX1	1525.750802	1489.64594	1551.317275	1157.923683	1169.93345	1222.093651
TAB1	943.7633827	1014.569667	994.9014726	764.7022529	752.4550739	699.8561586
ARID5B	811.046657	629.0734545	515.6763021	1153.197464	901.554494	941.1858684
C19orf53	1025.359592	1110.188833	1111.759512	790.2238361	865.7706332	785.7695353
MIB2	1607.347011	1601.369386	1536.307985	1169.266609	1232.555207	1276.151506
ODC1	6074.493689	6067.287654	7277.361203	4820.743498	5219.473703	4910.576936
P3H3	1001.765507	1076.973754	1112.831604	761.8665215	844.8967144	785.7695353
PRKAB2	1548.3618	1452.404792	1406.584841	2049.288609	1770.307116	1937.394911
NDUFS8	1378.287773	1850.985733	1486.991748	1082.304177	1189.813373	1124.596448
COMMD4	754.0276193	921.9700549	810.5016307	537.8437354	631.1875454	607.18555
POLR2L	871.9980421	1334.642241	1029.20842	689.0827471	795.1969076	686.3416948
DOLK	406.0148719	357.3137222	427.7647496	234.4204681	268.3789563	287.6650141
SLC39A3	472.8647782	567.6758854	487.8019074	310.9852178	376.724535	356.2026517
SOAT2	572.1565507	612.9691741	525.325131	403.6191125	420.4603649	389.9888111
CHSY1	588.8690273	523.3891142	488.8739995	774.1546912	691.8213097	764.5325208
TUBB4B	9486.78817	11326.34173	11008.24173	7952.336284	8543.396777	8372.210294
NELFB	2434.123058	2552.528449	2868.918471	2059.686291	2068.505956	1928.707041
CASC19	1020.444158	994.4393169	944.5131437	1277.969649	1231.561211	1376.544665
AFF4	1381.237034	1087.038929	822.2946439	1819.59436	1519.82009	1634.284795
FNBP1L	1337.981212	1322.564031	1022.775867	1786.510826	1695.757406	1590.845447
SEMA6B	13210.72118	10264.46574	10856.00465	8752.957802	8832.649652	8539.210454
SIX4	326.3848365	273.7727674	250.8695524	483.9648374	382.6885118	431.4975212
SP1	1414.661987	1355.779109	1305.808183	1865.911307	1688.799433	1713.44094
MATN3	1830.507728	1809.718514	1622.075354	2230.775423	2389.566707	2174.863345
SCAF11	982.1037701	763.9468032	605.7320388	1238.269408	1103.335709	1174.793028
NADSYN1	1089.260237	1236.003523	1172.868762	832.7598082	953.242293	807.9718686
NLN	975.2221621	787.0967063	736.5272755	1185.335754	1154.029512	1126.527086
ZNF507	392.2516559	355.3006871	271.2393023	527.4460533	489.0460982	516.4455791
BRMS1	518.0867736	647.19077	666.8412888	314.7661931	430.4003263	449.8385792
NAGK	416.8288273	418.7112913	429.9089338	264.6682705	307.1448056	299.2488402
TEAD1	1115.803583	925.996125	749.3923808	1512.390117	1211.681288	1357.238288
HMGA2	4626.406749	4391.435971	3601.157378	5451.221128	5550.474415	5588.230761
GAPDH	34245.83066	37456.54326	36651.61276	29805.42823	30090.25099	27710.4426
NEDD9	2347.611414	1948.617933	2106.660985	2911.350975	2867.678848	2600.568953
GNB2	2875.529057	3190.660561	3162.671707	2392.412116	2544.630104	2308.077345
KLF11	783.520225	711.6078917	700.076144	1030.315767	954.2362892	949.873738
TPX2	8543.024787	8189.026601	8592.818215	10637.77399	10705.33837	9882.934278
MXD4	2419.376755	2587.756562	3183.041457	1989.738248	2064.529971	2035.857432
TOP2A	13385.71064	11332.38084	10004.76352	17056.92479	14689.27488	14973.06052
